jd,latitude_deg,longitude_deg
2460483.00763889,-23.7579,-115.7673
2460483.00833333,-20.8581,-113.2003
2460483.00902778,-17.9128,-110.7399
2460483.00972222,-14.9299,-108.3679
2460483.01041667,-11.9170,-106.0674
2460483.01111111,-8.8809,-103.8226
2460483.01180556,-5.8278,-101.6186
2460483.01250000,-2.7638,-99.4409
2460483.01319444,0.3053,-97.2756
2460483.01388889,3.3738,-95.1090
2460483.01458333,6.4361,-92.9272
2460483.01527778,9.4862,-90.7162
2460483.01597222,12.5182,-88.4617
2460483.01666667,15.5255,-86.1483
2460483.01736111,18.5014,-83.7602
2460483.01805556,21.4383,-81.2802
2460483.01875000,24.3278,-78.6899
2460483.01944444,27.1606,-75.9695
2460483.02013889,29.9262,-73.0975
2460483.02083333,32.6126,-70.0510
2460483.02152778,35.2062,-66.8056
2460483.02222222,37.6914,-63.3361
2460483.02291667,40.0506,-59.6169
2460483.02361111,42.2635,-55.6239
2460483.02430556,44.3079,-51.3361
2460483.02500000,46.1592,-46.7384
2460483.02569444,47.7910,-41.8255
2460483.02638889,49.1764,-36.6053
2460483.02708333,50.2889,-31.1033
2460483.02777778,51.1048,-25.3643
2460483.02847222,51.6046,-19.4528
2460483.02916667,51.7758,-13.4495
2460483.02986111,51.6139,-7.4444
2460483.03055556,51.1229,-1.5274
2460483.03125000,50.3151,4.2203
2460483.03194444,49.2094,9.7334
2460483.03263889,47.8295,14.9662
2460483.03333333,46.2017,19.8926
2460483.03402778,44.3530,24.5039
2460483.03472222,42.3097,28.8052
2460483.03541667,40.0964,32.8111
2460483.03611111,37.7356,36.5424
2460483.03680556,35.2475,40.0234
2460483.03750000,32.6500,43.2794
2460483.03819444,29.9586,46.3357
2460483.03888889,27.1872,49.2169
2460483.03958333,24.3479,51.9459
2460483.04027778,21.4511,54.5443
2460483.04097222,18.5064,57.0320
2460483.04166667,15.5222,59.4274
2460483.04236111,12.5062,61.7479
2460483.04305556,9.4653,64.0095
2460483.04375000,6.4060,66.2274
2460483.04444444,3.3344,68.4162
2460483.04513889,0.2566,70.5900
2460483.04583333,-2.8217,72.7626
2460483.04652778,-5.8947,74.9480
2460483.04722222,-8.9565,77.1601
2460483.04791667,-12.0010,79.4134
2460483.04861111,-15.0218,81.7231
2460483.04930556,-18.0119,84.1050
2460483.05000000,-20.9639,86.5762
2460483.05069444,-23.8694,89.1550
2460483.05138889,-26.7192,91.8610
2460483.05208333,-29.5029,94.7155
2460483.05277778,-32.2086,97.7413
2460483.05347222,-34.8230,100.9626
2460483.05416667,-37.3306,104.4047
2460483.05486111,-39.7141,108.0930
2460483.05555556,-41.9536,112.0522
2460483.05625000,-44.0269,116.3036
2460483.05694444,-45.9099,120.8634
2460483.05763889,-47.5763,125.7383
2460483.05833333,-48.9992,130.9221
2460483.05902778,-50.1521,136.3921
2460483.05972222,-51.0107,142.1056
2460483.06041667,-51.5552,148.0005
2460483.06111111,-51.7721,153.9979
2460483.06180556,-51.6557,160.0084
2460483.06250000,-51.2094,165.9416
2460483.06319444,-50.4444,171.7146
2460483.06388889,-49.3791,177.2599
2460483.06458333,-48.0367,-177.4707
2460483.06527778,-46.4434,-172.5057
2460483.06597222,-44.6262,-167.8558
2460483.06666667,-42.6116,-163.5174
2460483.06736111,-40.4246,-159.4769
2460483.06805556,-38.0878,-155.7141
2460483.06875000,-35.6218,-152.2050
2460483.06944444,-33.0446,-148.9243
2460483.07013889,-30.3722,-145.8466
2460483.07083333,-27.6186,-142.9475
2460483.07152778,-24.7959,-140.2035
2460483.07222222,-21.9148,-137.5932
2460483.07291667,-18.9850,-135.0963
2460483.07361111,-16.0148,-132.6942
2460483.07430556,-13.0120,-130.3697
2460483.07500000,-9.9835,-128.1065
2460483.07569444,-6.9359,-125.8894
2460483.07638889,-3.8752,-123.7038
2460483.07708333,-0.8072,-121.5356
2460483.07777778,2.2622,-119.3710
2460483.07847222,5.3274,-117.1963
2460483.07916667,8.3826,-114.9976
2460483.07986111,11.4218,-112.7605
2460483.08055556,14.4389,-110.4703
2460483.08125000,17.4270,-108.1112
2460483.08194444,20.3789,-105.6666
2460483.08263889,23.2866,-103.1185
2460483.08333333,26.1411,-100.4476
2460483.08402778,28.9323,-97.6331
2460483.08472222,31.6489,-94.6526
2460483.08541667,34.2778,-91.4822
2460483.08611111,36.8043,-88.0969
2460483.08680556,39.2113,-84.4711
2460483.08750000,41.4797,-80.5800
2460483.08819444,43.5879,-76.4012
2460483.08888889,45.5121,-71.9171
2460483.08958333,47.2266,-67.1183
2460483.09027778,48.7044,-62.0076
2460483.09097222,49.9188,-56.6036
2460483.09166667,50.8447,-50.9441
2460483.09236111,51.4609,-45.0865
2460483.09305556,51.7522,-39.1065
2460483.09375000,51.7110,-33.0915
2460483.09444444,51.3383,-27.1325
2460483.09513889,50.6434,-21.3150
2460483.09583333,49.6432,-15.7106
2460483.09652778,48.3598,-10.3722
2460483.09722222,46.8188,-5.3329
2460483.09791667,45.0471,-0.6073
2460483.09861111,43.0714,3.8050
2460483.09930556,40.9170,7.9159
2460483.10000000,38.6072,11.7440
2460483.10069444,36.1631,15.3128
2460483.10138889,33.6034,18.6474
2460483.10208333,30.9443,21.7733
2460483.10277778,28.2005,24.7152
2460483.10347222,25.3845,27.4968
2460483.10416667,22.5074,30.1402
2460483.10486111,19.5791,32.6658
2460483.10555556,16.6083,35.0926
2460483.10625000,13.6030,37.4384
2460483.10694444,10.5703,39.7195
2460483.10763889,7.5169,41.9515
2460483.10833333,4.4491,44.1492
2460483.10902778,1.3729,46.3268
2460483.10972222,-1.7059,48.4983
2460483.11041667,-4.7815,50.6774
2460483.11111111,-7.8480,52.8782
2460483.11180556,-10.8996,55.1149
2460483.11250000,-13.9297,57.4023
2460483.11319444,-16.9318,59.7561
2460483.11388889,-19.8985,62.1929
2460483.11458333,-22.8219,64.7305
2460483.11527778,-25.6930,67.3880
2460483.11597222,-28.5020,70.1861
2460483.11666667,-31.2374,73.1471
2460483.11736111,-33.8866,76.2947
2460483.11805556,-36.4349,79.6538
2460483.11875000,-38.8655,83.2500
2460483.11944444,-41.1597,87.1083
2460483.12013889,-43.2960,91.2516
2460483.12083333,-45.2509,95.6982
2460483.12152778,-46.9989,100.4589
2460483.12222222,-48.5132,105.5324
2460483.12291667,-49.7670,110.9025
2460483.12361111,-50.7349,116.5340
2460483.12430556,-51.3952,122.3715
2460483.12500000,-51.7319,128.3418
2460483.12569444,-51.7364,134.3582
2460483.12638889,-51.4088,140.3296
2460483.12708333,-50.7575,146.1694
2460483.12777778,-49.7985,151.8039
2460483.12847222,-48.5537,157.1777
2460483.12916667,-47.0482,162.2551
2460483.12986111,-45.3090,167.0195
2460483.13055556,-43.3630,171.4697
2460483.13125000,-41.2357,175.6161
2460483.13194444,-38.9506,179.4770
2460483.13263889,-36.5292,-176.9248
2460483.13333333,-33.9904,-173.5643
2460483.13402778,-31.3508,-170.4159
2460483.13472222,-28.6251,-167.4548
2460483.13541667,-25.8261,-164.6572
2460483.13611111,-22.9650,-162.0008
2460483.13680556,-20.0518,-159.4650
2460483.13750000,-17.0953,-157.0307
2460483.13819444,-14.1035,-154.6800
2460483.13888889,-11.0835,-152.3964
2460483.13958333,-8.0421,-150.1642
2460483.14027778,-4.9854,-147.9688
2460483.14097222,-1.9194,-145.7959
2460483.14166667,1.1501,-143.6316
2460483.14236111,4.2175,-141.4622
2460483.14305556,7.2770,-139.2738
2460483.14375000,10.3227,-137.0523
2460483.14444444,13.3486,-134.7831
2460483.14513889,16.3480,-132.4509
2460483.14583333,19.3139,-130.0393
2460483.14652778,22.2386,-127.5308
2460483.14722222,25.1134,-124.9068
2460483.14791667,27.9288,-122.1469
2460483.14861111,30.6739,-119.2292
2460483.14930556,33.3362,-116.1305
2460483.15000000,35.9016,-112.8260
2460483.15069444,38.3539,-109.2903
2460483.15138889,40.6749,-105.4981
2460483.15208333,42.8438,-101.4260
2460483.15277778,44.8376,-97.0541
2460483.15347222,46.6311,-92.3698
2460483.15416667,48.1979,-87.3709
2460483.15486111,49.5107,-82.0700
2460483.15555556,50.5439,-76.4974
2460483.15625000,51.2744,-70.7038
2460483.15694444,51.6848,-64.7586
2460483.15763889,51.7645,-58.7458
2460483.15833333,51.5113,-52.7562
2460483.15902778,50.9316,-46.8783
2460483.15972222,50.0397,-41.1895
2460483.16041667,48.8562,-35.7498
2460483.16111111,47.4055,-30.5996
2460483.16180556,45.7143,-25.7597
2460483.16250000,43.8095,-21.2346
2460483.16319444,41.7171,-17.0164
2460483.16388889,39.4611,-13.0883
2460483.16458333,37.0634,-9.4283
2460483.16527778,34.5436,-6.0118
2460483.16597222,31.9188,-2.8132
2460483.16666667,29.2042,0.1926
2460483.16736111,26.4130,3.0297
2460483.16805556,23.5568,5.7207
2460483.16875000,20.6460,8.2867
2460483.16944444,17.6897,10.7472
2460483.17013889,14.6960,13.1204
2460483.17083333,11.6725,15.4231
2460483.17152778,8.6259,17.6712
2460483.17222222,5.5626,19.8797
2460483.17291667,2.4888,22.0630
2460483.17361111,-0.5897,24.2350
2460483.17430556,-3.6672,26.4098
2460483.17500000,-6.7377,28.6011
2460483.17569444,-9.7954,30.8231
2460483.17638889,-12.8340,33.0904
2460483.17708333,-15.8471,35.4183
2460483.17777778,-18.8275,37.8230
2460483.17847222,-21.7676,40.3219
2460483.17916667,-24.6588,42.9336
2460483.17986111,-27.4915,45.6783
2460483.18055556,-30.2550,48.5776
2460483.18125000,-32.9371,51.6547
2460483.18194444,-35.5238,54.9342
2460483.18263889,-37.9991,58.4415
2460483.18333333,-40.3451,62.2020
2460483.18402778,-42.5412,66.2396
2460483.18472222,-44.5648,70.5746
2460483.18541667,-46.3909,75.2209
2460483.18611111,-47.9930,80.1820
2460483.18680556,-49.3443,85.4477
2460483.18750000,-50.4185,90.9898
2460483.18819444,-51.1925,96.7603
2460483.18888889,-51.6479,102.6919
2460483.18958333,-51.7733,108.7021
2460483.19027778,-51.5655,114.7003
2460483.19097222,-51.0300,120.5973
2460483.19166667,-50.1803,126.3137
2460483.19236111,-49.0363,131.7871
2460483.19305556,-47.6222,136.9748
2460483.19375000,-45.9646,141.8536
2460483.19444444,-44.0905,146.4170
2460483.19513889,-42.0260,150.6717
2460483.19583333,-39.7955,154.6337
2460483.19652778,-37.4212,158.3243
2460483.19722222,-34.9229,161.7680
2460483.19791667,-32.3180,164.9903
2460483.19861111,-29.6219,168.0165
2460483.19930556,-26.8481,170.8707
2460483.20000000,-24.0082,173.5758
2460483.20069444,-21.1129,176.1530
2460483.20138889,-18.1711,178.6220
2460483.20208333,-15.1912,-178.9989
2460483.20277778,-12.1806,-176.6929
2460483.20347222,-9.1462,-174.4438
2460483.20416667,-6.0944,-172.2368
2460483.20486111,-3.0311,-170.0574
2460483.20555556,0.0378,-167.8915
2460483.20625000,3.1066,-165.7255
2460483.20694444,6.1697,-163.5456
2460483.20763889,9.2211,-161.3378
2460483.20833333,12.2549,-159.0876
2460483.20902778,15.2646,-156.7800
2460483.20972222,18.2435,-154.3991
2460483.21041667,21.1841,-151.9279
2460483.21111111,24.0781,-149.3480
2460483.21180556,26.9162,-146.6398
2460483.21250000,29.6881,-143.7819
2460483.21319444,32.3819,-140.7516
2460483.21388889,34.9841,-137.5246
2460483.21458333,37.4794,-134.0756
2460483.21527778,39.8503,-130.3793
2460483.21597222,42.0768,-126.4111
2460483.21666667,44.1369,-122.1498
2460483.21736111,46.0060,-117.5796
2460483.21805556,47.6580,-112.6942
2460483.21875000,49.0659,-107.5002
2460483.21944444,50.2033,-102.0214
2460483.22013889,51.0459,-96.3008
2460483.22083333,51.5739,-90.4015
2460483.22152778,51.7742,-84.4029
2460483.22222222,51.6413,-78.3944
2460483.22291667,51.1787,-72.4663
2460483.22361111,50.3979,-66.7011
2460483.22430556,49.3174,-61.1654
2460483.22500000,47.9605,-55.9069
2460483.22569444,46.3533,-50.9533
2460483.22638889,44.5229,-46.3145
2460483.22708333,42.4956,-41.9866
2460483.22777778,40.2963,-37.9557
2460483.22847222,37.9476,-34.2013
2460483.22916667,35.4700,-30.6995
2460483.22986111,32.8814,-27.4249
2460483.23055556,30.1977,-24.3521
2460483.23125000,27.4328,-21.4566
2460483.23194444,24.5990,-18.7151
2460483.23263889,21.7069,-16.1062
2460483.23333333,18.7661,-13.6096
2460483.23402778,15.7851,-11.2067
2460483.23472222,12.7716,-8.8803
2460483.23541667,9.7325,-6.6142
2460483.23611111,6.6746,-4.3931
2460483.23680556,3.6039,-2.2023
2460483.23750000,0.5264,-0.0278
2460483.23819444,-2.5521,2.1444
2460483.23888889,-5.6258,4.3281
2460483.23958333,-8.6888,6.5373
2460483.24027778,-11.7351,8.7864
2460483.24097222,-14.7582,11.0905
2460483.24166667,-17.7514,13.4655
2460483.24236111,-20.7070,15.9282
2460483.24305556,-23.6170,18.4968
2460483.24375000,-26.4721,21.1908
2460483.24444444,-29.2620,24.0315
2460483.24513889,-31.9752,27.0414
2460483.24583333,-34.5981,30.2446
2460483.24652778,-37.1158,33.6664
2460483.24722222,-39.5110,37.3323
2460483.24791667,-41.7639,41.2669
2460483.24861111,-43.8528,45.4921
2460483.24930556,-45.7534,50.0246
2460483.25000000,-47.4399,54.8720
2460483.25069444,-48.8852,60.0296
2460483.25138889,-50.0627,65.4760
2460483.25208333,-50.9480,71.1706
2460483.25277778,-51.5206,77.0527
2460483.25347222,-51.7664,83.0447
2460483.25416667,-51.6792,89.0579
2460483.25486111,-51.2613,95.0014
2460483.25555556,-50.5234,100.7915
2460483.25625000,-49.4834,106.3590
2460483.25694444,-48.1642,111.6540
2460483.25763889,-46.5917,116.6463
2460483.25833333,-44.7929,121.3238
2460483.25902778,-42.7945,125.6890
2460483.25972222,-40.6215,129.7548
2460483.26041667,-38.2969,133.5410
2460483.26111111,-35.8413,137.0713
2460483.26180556,-33.2731,140.3709
2460483.26250000,-30.6084,143.4653
2460483.26319444,-27.8613,146.3791
2460483.26388889,-25.0441,149.1357
2460483.26458333,-22.1677,151.7569
2460483.26527778,-19.2418,154.2630
2460483.26597222,-16.2748,156.6726
2460483.26666667,-13.2745,159.0032
2460483.26736111,-10.2480,161.2712
2460483.26805556,-7.2017,163.4917
2460483.26875000,-4.1419,165.6795
2460483.26944444,-1.0744,167.8487
2460483.27013889,1.9951,170.0130
2460483.27083333,5.0609,172.1863
2460483.27152778,8.1172,174.3824
2460483.27222222,11.1581,176.6155
2460483.27291667,14.1774,178.9005
2460483.27361111,17.1683,-178.7471
2460483.27430556,20.1236,-176.3106
2460483.27500000,23.0355,-173.7723
2460483.27569444,25.8950,-171.1129
2460483.27638889,28.6921,-168.3118
2460483.27708333,31.4157,-165.3467
2460483.27777778,34.0528,-162.1939
2460483.27847222,36.5887,-158.8283
2460483.27916667,39.0068,-155.2245
2460483.27986111,41.2881,-151.3576
2460483.28055556,43.4112,-147.2047
2460483.28125000,45.3524,-142.7477
2460483.28194444,47.0862,-137.9765
2460483.28263889,48.5857,-132.8926
2460483.28333333,49.8240,-127.5131
2460483.28402778,50.7760,-121.8739
2460483.28472222,51.4199,-116.0310
2460483.28541667,51.7400,-110.0585
2460483.28611111,51.7279,-104.0429
2460483.28680556,51.3838,-98.0757
2460483.28750000,50.7165,-92.2428
2460483.28819444,49.7422,-86.6174
2460483.28888889,48.4825,-81.2543
2460483.28958333,46.9630,-76.1882
2460483.29027778,45.2104,-71.4351
2460483.29097222,43.2515,-66.9958
2460483.29166667,41.1118,-62.8593
2460483.29236111,38.8148,-59.0074
2460483.29305556,36.3817,-55.4170
2460483.29375000,33.8314,-52.0630
2460483.29444444,31.1805,-48.9199
2460483.29513889,28.4436,-45.9629
2460483.29583333,25.6334,-43.1682
2460483.29652778,22.7613,-40.5136
2460483.29722222,19.8371,-37.9785
2460483.29791667,16.8698,-35.5438
2460483.29861111,13.8672,-33.1916
2460483.29930556,10.8366,-30.9055
2460483.30000000,7.7848,-28.6698
2460483.30069444,4.7181,-26.4696
2460483.30138889,1.6424,-24.2908
2460483.30208333,-1.4364,-22.1194
2460483.30277778,-4.5126,-19.9415
2460483.30347222,-7.5802,-17.7431
2460483.30416667,-10.6333,-15.5102
2460483.30486111,-13.6656,-13.2278
2460483.30555556,-16.6704,-10.8804
2460483.30625000,-19.6405,-8.4515
2460483.30694444,-22.5681,-5.9235
2460483.30763889,-25.4442,-3.2773
2460483.30833333,-28.2590,-0.4923
2460483.30902778,-31.0015,2.4536
2460483.30972222,-33.6588,5.5839
2460483.31041667,-36.2165,8.9236
2460483.31111111,-38.6582,12.4981
2460483.31180556,-40.9651,16.3325
2460483.31250000,-43.1162,20.4502
2460483.31319444,-45.0880,24.8699
2460483.31388889,-46.8551,29.6030
2460483.31458333,-48.3910,34.6498
2460483.31527778,-49.6686,39.9952
2460483.31597222,-50.6624,45.6059
2460483.31666667,-51.3502,51.4282
2460483.31736111,-51.7156,57.3903
2460483.31805556,-51.7493,63.4064
2460483.31875000,-51.4504,69.3855
2460483.31944444,-50.8268,75.2401
2460483.32013889,-49.8938,80.8951
2460483.32083333,-48.6729,86.2934
2460483.32152778,-47.1890,91.3976
2460483.32222222,-45.4691,96.1897
2460483.32291667,-43.5400,100.6670
2460483.32361111,-41.4275,104.8393
2460483.32430556,-39.1553,108.7243
2460483.32500000,-36.7449,112.3445
2460483.32569444,-34.2156,115.7247
2460483.32638889,-31.5841,118.8906
2460483.32708333,-28.8653,121.8670
2460483.32777778,-26.0721,124.6780
2460483.32847222,-23.2160,127.3459
2460483.32916667,-20.3070,129.8914
2460483.32986111,-17.3539,132.3339
2460483.33055556,-14.3648,134.6912
2460483.33125000,-11.3470,136.9800
2460483.33194444,-8.3072,139.2160
2460483.33263889,-5.2516,141.4141
2460483.33333333,-2.1862,143.5884
2460483.33402778,0.8833,145.7529
2460483.33472222,3.9511,147.9213
2460483.33541667,7.0115,150.1075
2460483.33611111,10.0587,152.3256
2460483.33680556,13.0865,154.5900
2460483.33750000,16.0885,156.9161
2460483.33819444,19.0576,159.3202
2460483.33888889,21.9862,161.8194
2460483.33958333,24.8657,164.4326
2460483.34027778,27.6866,167.1799
2460483.34097222,30.4382,170.0829
2460483.34166667,33.1082,173.1648
2460483.34236111,35.6827,176.4504
2460483.34305556,38.1455,179.9649
2460483.34375000,40.4787,-176.2663
2460483.34444444,42.6617,-172.2194
2460483.34513889,44.6717,-167.8743
2460483.34583333,46.4836,-163.2175
2460483.34652778,48.0711,-158.2459
2460483.34722222,49.4071,-152.9704
2460483.34791667,50.4656,-147.4199
2460483.34861111,51.2233,-141.6431
2460483.34930556,51.6621,-135.7081
2460483.35000000,51.7708,-129.6977
2460483.35069444,51.5465,-123.7025
2460483.35138889,50.9948,-117.8117
2460483.35208333,50.1295,-112.1038
2460483.35277778,48.9704,-106.6407
2460483.35347222,47.5420,-101.4642
2460483.35416667,45.8707,-96.5969
2460483.35486111,43.9836,-92.0446
2460483.35555556,41.9066,-87.8002
2460483.35625000,39.6640,-83.8477
2460483.35694444,37.2780,-80.1653
2460483.35763889,34.7681,-76.7286
2460483.35833333,32.1519,-73.5120
2460483.35902778,29.4446,-70.4904
2460483.35972222,26.6596,-67.6396
2460483.36041667,23.8087,-64.9367
2460483.36111111,20.9024,-62.3606
2460483.36180556,17.9497,-59.8916
2460483.36250000,14.9590,-57.5115
2460483.36319444,11.9378,-55.2032
2460483.36388889,8.8930,-52.9510
2460483.36458333,5.8309,-50.7396
2460483.36527778,2.7578,-48.5547
2460483.36597222,-0.3206,-46.3822
2460483.36666667,-3.3983,-44.2083
2460483.36736111,-6.4697,-42.0190
2460483.36805556,-9.5288,-39.8002
2460483.36875000,-12.5694,-37.5375
2460483.36944444,-15.5850,-35.2155
2460483.37013889,-18.5685,-32.8181
2460483.37083333,-21.5125,-30.3282
2460483.37152778,-24.4083,-27.7270
2460483.37222222,-27.2466,-24.9948
2460483.37291667,-30.0167,-22.1099
2460483.37361111,-32.7064,-19.0492
2460483.37430556,-35.3021,-15.7884
2460483.37500000,-37.7879,-12.3019
2460483.37569444,-40.1460,-8.5644
2460483.37638889,-42.3561,-4.5518
2460483.37708333,-44.3957,-0.2434
2460483.37777778,-46.2401,4.3755
2460483.37847222,-47.8629,9.3095
2460483.37916667,-49.2371,14.5496
2460483.37986111,-50.3365,20.0693
2460483.38055556,-51.1375,25.8224
2460483.38125000,-51.6213,31.7432
2460483.38194444,-51.7757,37.7502
2460483.38263889,-51.5968,43.7532
2460483.38333333,-51.0894,49.6624
2460483.38402778,-50.2663,55.3975
2460483.38472222,-49.1470,60.8942
2460483.38541667,-47.7553,66.1080
2460483.38611111,-46.1178,71.0142
2460483.38680556,-44.2614,75.6051
2460483.38750000,-42.2125,79.8862
2460483.38819444,-39.9955,83.8729
2460483.38888889,-37.6328,87.5862
2460483.38958333,-35.1445,91.0505
2460483.39027778,-32.5482,94.2911
2460483.39097222,-29.8594,97.3333
2460483.39166667,-27.0918,100.2016
2460483.39236111,-24.2573,102.9188
2460483.39305556,-21.3663,105.5064
2460483.39375000,-18.4282,107.9841
2460483.39444444,-15.4513,110.3703
2460483.39513889,-12.4431,112.6821
2460483.39583333,-9.4105,114.9354
2460483.39652778,-6.3599,117.1456
2460483.39722222,-3.2973,119.3269
2460483.39791667,-0.2287,121.4933
2460483.39861111,2.8404,123.6588
2460483.39930556,5.9041,125.8369
2460483.40000000,8.9568,128.0418
2460483.40069444,11.9924,130.2877
2460483.40138889,15.0045,132.5896
2460483.40208333,17.9863,134.9635
2460483.40277778,20.9305,137.4262
2460483.40347222,23.8288,139.9959
2460483.40416667,26.6722,142.6921
2460483.40486111,29.4502,145.5361
2460483.40555556,32.1513,148.5504
2460483.40625000,34.7621,151.7593
2460483.40694444,37.2673,155.1879
2460483.40763889,39.6497,158.8617
2460483.40833333,41.8896,162.8053
2460483.40902778,43.9650,167.0404
2460483.40972222,45.8517,171.5832
2460483.41041667,47.5236,176.4412
2460483.41111111,48.9539,-178.3911
2460483.41180556,50.1157,-172.9357
2460483.41250000,50.9848,-167.2341
2460483.41319444,51.5408,-161.3475
2460483.41388889,51.7699,-155.3541
2460483.41458333,51.6661,-149.3429
2460483.41527778,51.2318,-143.4046
2460483.41597222,50.4781,-137.6223
2460483.41666667,49.4228,-132.0646
2460483.41736111,48.0890,-126.7807
2460483.41805556,46.5027,-121.7999
2460483.41875000,44.6907,-117.1337
2460483.41944444,42.6796,-112.7793
2460483.42013889,40.4943,-108.7233
2460483.42083333,38.1579,-104.9458
2460483.42152778,35.6908,-101.4230
2460483.42222222,33.1112,-98.1296
2460483.42291667,30.4353,-95.0402
2460483.42361111,27.6770,-92.1302
2460483.42430556,24.8488,-89.3762
2460483.42500000,21.9614,-86.7566
2460483.42569444,19.0245,-84.2509
2460483.42638889,16.0467,-81.8406
2460483.42708333,13.0358,-79.5083
2460483.42777778,9.9987,-77.2375
2460483.42847222,6.9422,-75.0131
2460483.42916667,3.8724,-72.8202
2460483.42986111,0.7953,-70.6448
2460483.43055556,-2.2834,-68.4730
2460483.43125000,-5.3577,-66.2908
2460483.43194444,-8.4220,-64.0844
2460483.43263889,-11.4700,-61.8393
2460483.43333333,-14.4954,-59.5406
2460483.43402778,-17.4915,-57.1725
2460483.43472222,-20.4507,-54.7182
2460483.43541667,-23.3650,-52.1595
2460483.43611111,-26.2254,-49.4772
2460483.43680556,-29.0215,-46.6502
2460483.43750000,-31.7418,-43.6560
2460483.43819444,-34.3733,-40.4705
2460483.43888889,-36.9009,-37.0688
2460483.43958333,-39.3075,-33.4251
2460483.44027778,-41.5737,-29.5148
2460483.44097222,-43.6778,-25.3156
2460483.44166667,-45.5959,-20.8103
2460483.44236111,-47.3022,-15.9903
2460483.44305556,-48.7696,-10.8590
2460483.44375000,-49.9715,-5.4363
2460483.44444444,-50.8831,0.2389
2460483.44513889,-51.4836,6.1077
2460483.44583333,-51.7582,12.0937
2460483.44652778,-51.7000,18.1088
2460483.44722222,-51.3105,24.0620
2460483.44791667,-50.5999,29.8685
2460483.44861111,-49.5853,35.4578
2460483.44930556,-48.2893,40.7780
2460483.45000000,-46.7377,45.7974
2460483.45069444,-44.9575,50.5025
2460483.45138889,-42.9754,54.8945
2460483.45208333,-40.8166,58.9857
2460483.45277778,-38.5042,62.7954
2460483.45347222,-36.0592,66.3470
2460483.45416667,-33.5001,69.6657
2460483.45486111,-30.8432,72.7769
2460483.45555556,-28.1027,75.7055
2460483.45625000,-25.2911,78.4749
2460483.45694444,-22.4194,81.1071
2460483.45763889,-19.4973,83.6224
2460483.45833333,-16.5335,86.0397
2460483.45902778,-13.5358,88.3765
2460483.45972222,-10.5113,90.6493
2460483.46041667,-7.4665,92.8734
2460483.46111111,-4.4076,95.0635
2460483.46180556,-1.3405,97.2337
2460483.46250000,1.7291,99.3979
2460483.46319444,4.7954,101.5699
2460483.46388889,7.8528,103.7634
2460483.46458333,10.8952,105.9928
2460483.46527778,13.9166,108.2726
2460483.46597222,16.9102,110.6186
2460483.46666667,19.8690,113.0471
2460483.46736111,22.7849,115.5758
2460483.46805556,25.6493,118.2238
2460483.46875000,28.4522,121.0117
2460483.46944444,31.1826,123.9616
2460483.47013889,33.8277,127.0972
2460483.47083333,36.3731,130.4432
2460483.47152778,38.8021,134.0253
2460483.47222222,41.0960,137.8684
2460483.47291667,43.2337,141.9956
2460483.47361111,45.1917,146.4256
2460483.47430556,46.9445,151.1692
2460483.47500000,48.4654,156.2263
2460483.47569444,49.7274,161.5812
2460483.47638889,50.7052,167.1997
2460483.47708333,51.3766,173.0275
2460483.47777778,51.7253,178.9920
2460483.47847222,51.7422,-174.9927
2460483.47916667,51.4268,-169.0178
2460483.47986111,50.7871,-163.1702
2460483.48055556,49.8386,-157.5245
2460483.48125000,48.6029,-152.1370
2460483.48194444,47.1049,-147.0442
2460483.48263889,45.3715,-142.2637
2460483.48333333,43.4296,-137.7974
2460483.48402778,41.3047,-133.6354
2460483.48472222,39.0206,-129.7596
2460483.48541667,36.5986,-126.1474
2460483.48611111,34.0578,-122.7739
2460483.48680556,31.4151,-119.6135
2460483.48750000,28.6852,-116.6412
2460483.48819444,25.8810,-113.8333
2460483.48888889,23.0139,-111.1674
2460483.48958333,20.0939,-108.6227
2460483.49027778,17.1300,-106.1799
2460483.49097222,14.1302,-103.8213
2460483.49166667,11.1018,-101.5300
2460483.49236111,8.0516,-99.2905
2460483.49305556,4.9860,-97.0879
2460483.49375000,1.9108,-94.9078
2460483.49444444,-1.1680,-92.7362
2460483.49513889,-4.2446,-90.5594
2460483.49583333,-7.3131,-88.3634
2460483.49652778,-10.3678,-86.1341
2460483.49722222,-13.4021,-83.8566
2460483.49791667,-16.4097,-81.5155
2460483.49861111,-19.3832,-79.0944
2460483.49930556,-22.3148,-76.5757
2460483.50000000,-25.1958,-73.9405
