time_h,case_name,x_km,y_km,z_km,vx_kmps,vy_kmps,vz_kmps,r_km,altitude_km,sma_km,ecc,inc_deg
0,Two-body only,6777.32,0,0,-0,4.75964,6.01378,6777.32,399.185,6778,0.0001,51.64
0.166667,Two-body only,5274.38,2641.39,3337.38,-4.81582,3.70416,4.6802,6777.47,399.335,6778,0.0001,51.64
0.333333,Two-body only,1432.26,4111.35,5194.68,-7.49546,1.00616,1.27127,6777.86,399.72,6778,0.0001,51.64
0.5,Two-body only,-3045.02,3758.26,4748.55,-6.85128,-2.13748,-2.70071,6778.3,400.167,6778,0.0001,51.64
0.666667,Two-body only,-6172.37,1738.95,2197.16,-3.16995,-4.33305,-5.47479,6778.62,400.48,6778,0.0001,51.64
0.833333,Two-body only,-6563.61,-1051.22,-1328.21,1.91627,-4.6077,-5.82182,6778.66,400.519,6778,0.0001,51.64
1,Two-body only,-4045.35,-3375.4,-4264.81,6.15324,-2.83979,-3.58806,6778.4,400.267,6778,0.0001,51.64
1.16667,Two-body only,266.273,-4203.17,-5310.69,7.66272,0.18744,0.23683,6777.97,399.836,6778,0.0001,51.64
1.33333,Two-body only,4459.76,-3167.24,-4001.8,5.77449,3.13209,3.95739,6777.55,399.417,6778,0.0001,51.64
1.5,Two-body only,6675.4,-726.729,-918.22,1.32501,4.68806,5.92335,6777.33,399.195,6778,0.0001,51.64
1.66667,Two-body only,5930.37,2036.09,2572.6,-3.71227,4.16484,5.26226,6777.41,399.27,6778,0.0001,51.64
1.83333,Two-body only,2555.18,3895.91,4922.47,-7.10281,1.79466,2.26754,6777.74,399.607,6778,0.0001,51.64
2,Two-body only,-1953.15,4028.13,5089.53,-7.34337,-1.37089,-1.73211,6778.2,400.058,6778,0.0001,51.64
2.16667,Two-body only,-5595.59,2374.41,3000.07,-4.32838,-3.92813,-4.96318,6778.56,400.422,6778,0.0001,51.64
2.33333,Two-body only,-6757.55,-331.888,-419.339,0.604996,-4.74385,-5.99384,6778.68,400.539,6778,0.0001,51.64
2.5,Two-body only,-4924.05,-2891.07,-3652.86,5.27025,-3.45669,-4.36752,6778.49,400.355,6778,0.0001,51.64
2.66667,Two-body only,-907.72,-4168.6,-5267.01,7.59956,-0.63687,-0.804683,6778.09,399.954,6778,0.0001,51.64
2.83333,Two-body only,3511.01,-3597.84,-4545.86,6.55947,2.46586,3.1156,6777.65,399.512,6778,0.0001,51.64
3,Two-body only,6372.7,-1431.6,-1808.82,2.61016,4.47548,5.65475,6777.36,399.226,6778,0.0001,51.64
3.16667,Two-body only,6408,1369.56,1730.44,-2.49705,4.50027,5.68607,6777.36,399.222,6778,0.0001,51.64
3.33333,Two-body only,3601.26,3563.31,4502.24,-6.49653,2.52923,3.19567,6777.64,399.503,6778,0.0001,51.64
3.5,Two-body only,-802.56,4176.89,5277.49,-7.61469,-0.563034,-0.711391,6778.08,399.943,6778,0.0001,51.64
3.66667,Two-body only,-4850.6,2938.5,3712.78,-5.35672,-3.40512,-4.30236,6778.48,400.348,6778,0.0001,51.64
3.83333,Two-body only,-6748.36,397.421,502.141,-0.724457,-4.7374,-5.98569,6778.67,400.538,6778,0.0001,51.64
4,Two-body only,-5654.74,-2319.83,-2931.09,4.22886,-3.96966,-5.01565,6778.57,400.428,6778,0.0001,51.64
4.16667,Two-body only,-2054.42,-4008.69,-5064.96,7.30791,-1.44199,-1.82195,6778.21,400.068,6778,0.0001,51.64
4.33333,Two-body only,2456.68,-3920.24,-4953.22,7.14716,1.72549,2.18016,6777.75,399.617,6778,0.0001,51.64
4.5,Two-body only,5878.33,-2093.41,-2645.02,3.81678,4.12829,5.21609,6777.41,399.275,6778,0.0001,51.64
4.66667,Two-body only,6692.9,661.837,836.229,-1.2067,4.70035,5.93887,6777.33,399.194,6778,0.0001,51.64
4.83333,Two-body only,4539.04,3123.56,3946.6,-5.69486,3.18776,4.02773,6777.55,399.409,6778,0.0001,51.64
5,Two-body only,372.163,4200.06,5306.77,-7.65707,0.261791,0.330772,6777.96,399.826,6778,0.0001,51.64
5.16667,Two-body only,-3959.79,3414.24,4313.89,-6.22406,-2.77972,-3.51217,6778.4,400.259,6778,0.0001,51.64
5.33333,Two-body only,-6536.32,1114.78,1408.53,-2.03214,-4.58854,-5.79761,6778.65,400.517,6778,0.0001,51.64
5.5,Two-body only,-6215.43,-1678.85,-2121.22,3.06038,-4.36328,-5.51299,6778.62,400.484,6778,0.0001,51.64
5.66667,Two-body only,-3139.36,-3728.25,-4710.64,6.79657,-2.20371,-2.78439,6778.31,400.177,6778,0.0001,51.64
5.83333,Two-body only,1328.47,-4124.76,-5211.62,7.51989,0.93328,1.1792,6777.87,399.73,6778,0.0001,51.64
6,Two-body only,5207.17,-2692.27,-3401.67,4.90858,3.65696,4.62056,6777.48,399.342,6778,0.0001,51.64
6.16667,Two-body only,6776.49,-65.7926,-83.1287,0.119957,4.75905,6.01305,6777.32,399.185,6778,0.0001,51.64
6.33333,Two-body only,5340.3,2589.86,3272.28,-4.72188,3.75046,4.73869,6777.47,399.329,6778,0.0001,51.64
6.5,Two-body only,1535.69,4096.94,5176.48,-7.4692,1.07879,1.36304,6777.85,399.709,6778,0.0001,51.64
6.66667,Two-body only,-2949.94,3787.35,4785.3,-6.90432,-2.07073,-2.61636,6778.29,400.158,6778,0.0001,51.64
6.83333,Two-body only,-6127.8,1798.64,2272.57,-3.27875,-4.30176,-5.43526,6778.61,400.476,6778,0.0001,51.64
7,Two-body only,-6589.3,-987.4,-1247.58,1.79993,-4.62573,-5.8446,6778.66,400.522,6778,0.0001,51.64
7.16667,Two-body only,-4129.91,-3335.73,-4214.69,6.08092,-2.89915,-3.66307,6778.41,400.276,6778,0.0001,51.64
7.33333,Two-body only,160.319,-4205.24,-5313.31,7.66649,0.113044,0.14283,6777.98,399.847,6778,0.0001,51.64
7.5,Two-body only,4379.39,-3210.15,-4056.01,5.85271,3.07566,3.88608,6777.56,399.425,6778,0.0001,51.64
7.66667,Two-body only,6656.27,-791.443,-999.986,1.443,4.67462,5.90637,6777.33,399.197,6778,0.0001,51.64
7.83333,Two-body only,5980.96,1978.27,2499.54,-3.60686,4.20037,5.30715,6777.4,399.265,6778,0.0001,51.64
8,Two-body only,2653.05,3870.63,4890.53,-7.05672,1.86338,2.35438,6777.73,399.598,6778,0.0001,51.64
8.16667,Two-body only,-1851.41,4046.59,5112.85,-7.37703,-1.29945,-1.64185,6778.19,400.048,6778,0.0001,51.64
8.33333,Two-body only,-5535.08,2428.42,3068.3,-4.42683,-3.88565,-4.90951,6778.55,400.416,6778,0.0001,51.64
8.5,Two-body only,-6765.08,-266.273,-336.435,0.485387,-4.74914,-6.00053,6778.68,400.539,6778,0.0001,51.64
8.66667,Two-body only,-4996.3,-2842.93,-3592.04,5.1825,-3.50741,-4.4316,6778.5,400.363,6778,0.0001,51.64
8.83333,Two-body only,-1012.66,-4159.28,-5255.24,7.58257,-0.710549,-0.897777,6778.1,399.964,6778,0.0001,51.64
9,Two-body only,3419.91,-3631.49,-4588.37,6.6208,2.40188,3.03477,6777.66,399.521,6778,0.0001,51.64
9.16667,Two-body only,6335.84,-1493.29,-1886.77,2.72263,4.44959,5.62204,6777.37,399.229,6778,0.0001,51.64
9.33333,Two-body only,6441.74,1307.19,1651.63,-2.38332,4.52396,5.71601,6777.36,399.219,6778,0.0001,51.64
9.5,Two-body only,3690.62,3527.92,4457.51,-6.43201,2.59198,3.27496,6777.63,399.494,6778,0.0001,51.64
9.66667,Two-body only,-697.204,4184.16,5286.67,-7.62796,-0.48906,-0.617925,6778.07,399.933,6778,0.0001,51.64
9.83333,Two-body only,-4775.96,2985.21,3771.8,-5.44187,-3.35272,-4.23615,6778.48,400.341,6778,0.0001,51.64
10,Two-body only,-6737.52,462.858,584.82,-0.843741,-4.72979,-5.97608,6778.67,400.537,6778,0.0001,51.64
10.1667,Two-body only,-5712.5,-2264.67,-2861.4,4.12831,-4.01021,-5.06689,6778.57,400.434,6778,0.0001,51.64
10.3333,Two-body only,-2155.19,-3988.26,-5039.16,7.27067,-1.51274,-1.91134,6778.22,400.078,6778,0.0001,51.64
10.5,Two-body only,2357.59,-3943.62,-4982.75,7.18976,1.65591,2.09224,6777.76,399.627,6778,0.0001,51.64
10.6667,Two-body only,5824.85,-2150.22,-2716.8,3.92035,4.09074,5.16863,6777.42,399.28,6778,0.0001,51.64
10.8333,Two-body only,6708.76,596.783,754.034,-1.08809,4.71149,5.95295,6777.33,399.192,6778,0.0001,51.64
11,Two-body only,4617.2,3079.11,3890.45,-5.61383,3.24265,4.09708,6777.54,399.401,6778,0.0001,51.64
11.1667,Two-body only,477.961,4195.93,5301.54,-7.64955,0.336078,0.424633,6777.95,399.815,6778,0.0001,51.64
11.3333,Two-body only,-3873.28,3452.25,4361.91,-6.29335,-2.71898,-3.43542,6778.39,400.25,6778,0.0001,51.64
11.5,Two-body only,-6507.43,1178.08,1488.5,-2.14751,-4.56826,-5.77199,6778.65,400.514,6778,0.0001,51.64
11.6667,Two-body only,-6256.98,-1618.33,-2044.75,2.95006,-4.39244,-5.54984,6778.63,400.489,6778,0.0001,51.64
11.8333,Two-body only,-3232.92,-3697.34,-4671.57,6.7402,-2.2694,-2.86739,6778.32,400.186,6778,0.0001,51.64
12,Two-body only,1224.36,-4137.16,-5227.28,7.54248,0.860177,1.08683,6777.88,399.74,6778,0.0001,51.64
12.1667,Two-body only,5138.68,-2742.49,-3465.12,5.00014,3.60886,4.55979,6777.49,399.349,6778,0.0001,51.64
12.3333,Two-body only,6774.01,-131.569,-166.237,0.239884,4.75731,6.01084,6777.32,399.186,6778,0.0001,51.64
12.5,Two-body only,5404.92,2537.7,3206.38,-4.62679,3.79583,4.79602,6777.46,399.322,6778,0.0001,51.64
12.6667,Two-body only,1638.75,4081.53,5157,-7.44111,1.15115,1.45448,6777.84,399.699,6778,0.0001,51.64
12.8333,Two-body only,-2854.15,3815.51,4820.88,-6.95566,-2.00347,-2.53138,6778.29,400.148,6778,0.0001,51.64
13,Two-body only,-6081.73,1857.88,2347.43,-3.38675,-4.26941,-5.39439,6778.61,400.471,6778,0.0001,51.64
13.1667,Two-body only,-6613.37,-923.337,-1166.63,1.68315,-4.64264,-5.86596,6778.66,400.524,6778,0.0001,51.64
13.3333,Two-body only,-4213.46,-3295.25,-4163.54,6.00712,-2.95781,-3.73719,6778.42,400.284,6778,0.0001,51.64
13.5,Two-body only,54.325,-4206.29,-5314.64,7.66839,0.0386202,0.0487965,6777.99,399.857,6778,0.0001,51.64
13.6667,Two-body only,4297.96,-3252.27,-4109.23,5.9295,3.01847,3.81383,6777.57,399.433,6778,0.0001,51.64
13.8333,Two-body only,6635.51,-855.964,-1081.51,1.56064,4.66004,5.88795,6777.34,399.199,6778,0.0001,51.64
14,Two-body only,6054.36,1890.31,2388.4,-3.44649,4.25192,5.37228,6777.39,399.257,6778,0.0001,51.64
14.1667,Two-body only,2799.16,3830.78,4840.18,-6.98408,1.96599,2.48402,6777.72,399.583,6778,0.0001,51.64
14.3333,Two-body only,-1697.37,4072.51,5145.6,-7.4243,-1.1913,-1.50521,6778.17,400.033,6778,0.0001,51.64
14.5,Two-body only,-5441.42,2508.61,3169.62,-4.57302,-3.8199,-4.82643,6778.54,400.407,6778,0.0001,51.64
14.6667,Two-body only,-6773.31,-167.368,-211.469,0.305093,-4.75492,-6.00782,6778.68,400.54,6778,0.0001,51.64
14.8333,Two-body only,-5102.77,-2769.16,-3498.82,5.048,-3.58215,-4.52604,6778.51,400.373,6778,0.0001,51.64
15,Two-body only,-1170.17,-4143.34,-5235.1,7.55349,-0.821145,-1.03751,6778.12,399.98,6778,0.0001,51.64
15.1667,Two-body only,3281.18,-3680.46,-4650.25,6.71008,2.30446,2.91168,6777.67,399.535,6778,0.0001,51.64
15.3333,Two-body only,6277.43,-1585.47,-2003.24,2.8907,4.40857,5.57021,6777.37,399.235,6778,0.0001,51.64
15.5,Two-body only,6489.55,1212.68,1532.21,-2.21101,4.55753,5.75843,6777.35,399.214,6778,0.0001,51.64
15.6667,Two-body only,3823.45,3473,4388.12,-6.33189,2.68525,3.39281,6777.62,399.481,6778,0.0001,51.64
15.8333,Two-body only,-538.27,4193.18,5298.07,-7.64442,-0.377467,-0.476928,6778.05,399.917,6778,0.0001,51.64
16,Two-body only,-4661.39,3054.15,3858.91,-5.56756,-3.27229,-4.13452,6778.47,400.329,6778,0.0001,51.64
16.1667,Two-body only,-6718.09,561.158,709.022,-1.02293,-4.71615,-5.95884,6778.67,400.535,6778,0.0001,51.64
16.3333,Two-body only,-5796.83,-2180.59,-2755.17,3.97503,-4.06941,-5.14169,6778.58,400.443,6778,0.0001,51.64
16.5,Two-body only,-2305.9,-3955.68,-4997.99,7.21125,-1.61855,-2.04503,6778.23,400.094,6778,0.0001,51.64
16.6667,Two-body only,2207.31,-3976.98,-5024.91,7.25057,1.55039,1.95891,6777.78,399.642,6778,0.0001,51.64
16.8333,Two-body only,5741.66,-2234.76,-2823.61,4.07447,4.03231,5.09481,6777.43,399.289,6778,0.0001,51.64
17,Two-body only,6729.54,498.57,629.942,-0.90902,4.72608,5.97139,6777.33,399.19,6778,0.0001,51.64
17.1667,Two-body only,4732.75,3010.78,3804.11,-5.48925,3.3238,4.19961,6777.53,399.39,6778,0.0001,51.64
17.3333,Two-body only,637.018,4187.77,5291.24,-7.63469,0.447761,0.565745,6777.94,399.799,6778,0.0001,51.64
17.5,Two-body only,-3741.24,3507.88,4432.19,-6.39477,-2.62628,-3.3183,6778.37,400.237,6778,0.0001,51.64
17.6667,Two-body only,-6460.93,1272.82,1608.2,-2.32022,-4.53562,-5.73075,6778.65,400.509,6778,0.0001,51.64
17.8333,Two-body only,-6316.64,-1526.47,-1928.69,2.78261,-4.43432,-5.60276,6778.63,400.495,6778,0.0001,51.64
18,Two-body only,-3372.29,-3649.08,-4610.61,6.65222,-2.36725,-2.99102,6778.34,400.2,6778,0.0001,51.64
18.1667,Two-body only,1067.06,-4153.91,-5248.45,7.57301,0.749724,0.947274,6777.89,399.756,6778,0.0001,51.64
18.3333,Two-body only,5033.2,-2816.83,-3559.05,5.13567,3.53479,4.4662,6777.5,399.36,6778,0.0001,51.64
18.5,Two-body only,6767.14,-230.534,-291.279,0.420322,4.75248,6.00475,6777.32,399.186,6778,0.0001,51.64
18.6667,Two-body only,5499.71,2458,3105.68,-4.48149,3.8624,4.88013,6777.45,399.313,6778,0.0001,51.64
18.8333,Two-body only,1793.15,4056.44,5125.3,-7.39539,1.25957,1.59146,6777.82,399.684,6778,0.0001,51.64
19,Two-body only,-2708.6,3856.14,4872.23,-7.02975,-1.90129,-2.40227,6778.27,400.134,6778,0.0001,51.64
19.1667,Two-body only,-6009.56,1946.21,2459.04,-3.54778,-4.21875,-5.33038,6778.6,400.464,6778,0.0001,51.64
19.3333,Two-body only,-6646.56,-826.466,-1044.24,1.50656,-4.66594,-5.8954,6778.66,400.528,6778,0.0001,51.64
19.5,Two-body only,-4337.3,-3232.79,-4084.61,5.89323,-3.04476,-3.84704,6778.43,400.297,6778,0.0001,51.64
19.6667,Two-body only,-105.272,-4205.93,-5314.18,7.66771,-0.0734404,-0.0927918,6778.01,399.873,6778,0.0001,51.64
19.8333,Two-body only,4173.37,-3314.18,-4187.46,6.04237,2.93098,3.70328,6777.58,399.446,6778,0.0001,51.64
20,Two-body only,6601.19,-952.704,-1203.74,1.73702,4.63594,5.8575,6777.34,399.203,6778,0.0001,51.64
20.1667,Two-body only,6101.26,1831.31,2313.85,-3.33891,4.28485,5.4139,6777.39,399.253,6778,0.0001,51.64
20.3333,Two-body only,2895.36,3803.13,4805.25,-6.93369,2.03354,2.56937,6777.71,399.573,6778,0.0001,51.64
20.5,Two-body only,-1594.54,4088.48,5165.78,-7.45342,-1.1191,-1.41398,6778.16,400.022,6778,0.0001,51.64
20.6667,Two-body only,-5377.54,2561.11,3235.95,-4.66872,-3.77505,-4.76977,6778.54,400.401,6778,0.0001,51.64
20.8333,Two-body only,-6776.7,-101.62,-128.396,0.185242,-4.75729,-6.01083,6778.68,400.541,6778,0.0001,51.64
21,Two-body only,-5171.92,-2719.3,-3435.83,4.95711,-3.6307,-4.58738,6778.52,400.38,6778,0.0001,51.64
21.1667,Two-body only,-1274.44,-4131.48,-5220.12,7.53186,-0.894354,-1.13001,6778.13,399.99,6778,0.0001,51.64
21.3333,Two-body only,3188.03,-3711.87,-4689.93,6.76733,2.23905,2.82903,6777.68,399.544,6778,0.0001,51.64
21.5,Two-body only,6236.7,-1646.22,-2079.99,3.00146,4.37997,5.53407,6777.38,399.239,6778,0.0001,51.64
21.6667,Two-body only,6519.32,1149.53,1452.43,-2.09588,4.57844,5.78485,6777.35,399.211,6778,0.0001,51.64
21.8333,Two-body only,3910.51,3435.46,4340.69,-6.26345,2.74639,3.47005,6777.61,399.472,6778,0.0001,51.64
22,Two-body only,-432.536,4197.88,5304.01,-7.65301,-0.303226,-0.383125,6778.04,399.906,6778,0.0001,51.64
22.1667,Two-body only,-4583.86,3099.01,3915.59,-5.64934,-3.21786,-4.06575,6778.46,400.321,6778,0.0001,51.64
22.3333,Two-body only,-6703.13,626.281,791.304,-1.14164,-4.70565,-5.94557,6778.67,400.533,6778,0.0001,51.64
22.5,Two-body only,-5851.07,-2124.07,-2683.76,3.872,-4.10749,-5.1898,6778.59,400.448,6778,0.0001,51.64
22.6667,Two-body only,-2405.29,-3932.82,-4969.11,7.16957,-1.68834,-2.13321,6778.24,400.103,6778,0.0001,51.64
22.8333,Two-body only,2106.82,-3997.93,-5051.37,7.28875,1.47982,1.86975,6777.79,399.652,6778,0.0001,51.64
23,Two-body only,5684.63,-2290.22,-2893.69,4.17559,3.99226,5.04421,6777.43,399.294,6778,0.0001,51.64
23.1667,Two-body only,6741.29,433.18,547.322,-0.789798,4.73433,5.98181,6777.33,399.189,6778,0.0001,51.64
23.3333,Two-body only,4808.04,2964.46,3745.59,-5.40482,3.37667,4.26642,6777.52,399.382,6778,0.0001,51.64
23.5,Two-body only,742.475,4181.07,5282.77,-7.62249,0.521809,0.659304,6777.93,399.789,6778,0.0001,51.64
23.6667,Two-body only,-3652.38,3543.75,4477.52,-6.46017,-2.5639,-3.23948,6778.37,400.228,6778,0.0001,51.64
23.8333,Two-body only,-6428.07,1335.36,1687.22,-2.43422,-4.51255,-5.7016,6778.64,400.506,6778,0.0001,51.64
24,Two-body only,-6354.33,-1464.99,-1851.01,2.67053,-4.46078,-5.63619,6778.64,400.498,6778,0.0001,51.64
0,Two-body + J2,6777.32,0,0,-0,4.75964,6.01378,6777.32,399.185,6778,0.0001,51.64
0.166667,Two-body + J2,5272.53,2641.14,3336.32,-4.82085,3.70316,4.67524,6775.41,397.272,6773.28,0.000821263,51.6242
0.333333,Two-body + J2,1427.74,4110.44,5188.24,-7.49857,1.00521,1.25858,6771.41,393.272,6766.56,0.0011148,51.6016
0.5,Two-body + J2,-3050.13,3756.5,4732.47,-6.84923,-2.14039,-2.72016,6768.37,390.235,6768.47,0.000431382,51.6081
0.666667,Two-body + J2,-6171.69,1733.55,2168.24,-3.14966,-4.342,-5.49578,6767.29,389.151,6776.02,0.0012915,51.6333
0.833333,Two-body + J2,-6542.7,-1061.48,-1364.36,1.96151,-4.61208,-5.81979,6767.21,389.073,6777.23,0.00147959,51.6374
1,Two-body + J2,-3996.82,-3383.59,-4287.4,6.19271,-2.82824,-3.54489,6767.94,389.808,6770.18,0.000462122,51.6138
1.16667,Two-body + J2,327.284,-4201.46,-5299.08,7.66164,0.206344,0.301967,6770.5,392.361,6766.06,0.00101815,51.6
1.33333,Two-body + J2,4506.62,-3155.32,-3953.27,5.73009,3.14588,4.01003,6774.51,396.377,6771.37,0.000971238,51.6178
1.5,Two-body + J2,6686.3,-709.443,-848.879,1.25311,4.69147,5.93624,6777.2,399.066,6777.69,0.000227535,51.639
1.66667,Two-body + J2,5896.92,2051.37,2633.39,-3.78194,4.15461,5.22018,6776.17,398.038,6775.06,0.000643694,51.6301
1.83333,Two-body + J2,2489.9,3901.85,4943.8,-7.13441,1.77524,2.18266,6772.38,394.248,6767.62,0.00114031,51.6052
2,Two-body + J2,-2021.47,4021.77,5055.43,-7.32122,-1.39172,-1.82592,6768.92,390.786,6767.12,0.000606311,51.6036
2.16667,Two-body + J2,-5634.28,2355.83,2915.98,-4.25222,-3.94728,-5.02972,6767.42,389.286,6774.39,0.0010392,51.6279
2.33333,Two-body + J2,-6737.22,-358.848,-525.141,0.720039,-4.74961,-5.99316,6767.18,389.04,6777.91,0.00158381,51.6396
2.5,Two-body + J2,-4835.98,-2913.63,-3731.6,5.36902,-3.43555,-4.27872,6767.63,389.493,6772.08,0.000695633,51.6202
2.66667,Two-body + J2,-781.924,-4172.29,-5273.45,7.61919,-0.598734,-0.662727,6769.68,391.545,6766.17,0.000855506,51.6003
2.83333,Two-body + J2,3619.82,-3579.27,-4468.4,6.48533,2.49871,3.24172,6773.54,395.402,6769.52,0.00107963,51.6116
3,Two-body + J2,6415.68,-1398.63,-1675.87,2.47238,4.48894,5.70564,6776.85,398.714,6776.81,0.000418584,51.636
3.16667,Two-body + J2,6388.25,1359.14,1807.77,-2.5618,4.50448,5.65363,6776.8,398.666,6776.61,0.00043829,51.6354
3.33333,Two-body + J2,3548.93,3557.2,4542.14,-6.53515,2.53901,3.10743,6773.45,395.314,6769.24,0.00109319,51.6106
3.5,Two-body + J2,-790.336,4182.64,5264,-7.61791,-0.49933,-0.75362,6769.7,391.56,6766.21,0.000846215,51.6005
3.66667,Two-body + J2,-4841.8,2976.81,3673.81,-5.36195,-3.3657,-4.34273,6767.67,389.528,6772.26,0.000716469,51.6208
3.83333,Two-body + J2,-6737.76,446.682,444.726,-0.710241,-4.74049,-6.00156,6767.18,389.046,6777.94,0.00158789,51.6398
4,Two-body + J2,-5629.29,-2282.52,-2983.08,4.26011,-4.00295,-4.9787,6767.39,389.253,6774.23,0.00101864,51.6273
4.16667,Two-body + J2,-2013.26,-3995.69,-5079.29,7.32368,-1.48735,-1.73846,6768.9,390.761,6767.02,0.000617771,51.6032
4.33333,Two-body + J2,2497.65,-3934.63,-4913.84,7.13046,1.68232,2.26771,6772.4,394.261,6767.74,0.00113566,51.6056
4.5,Two-body + J2,5900.71,-2128.42,-2562.86,3.77319,4.10572,5.26509,6776.2,398.06,6775.21,0.000635369,51.6307
4.66667,Two-body + J2,6684.36,622.384,928.635,-1.26269,4.70826,5.92087,6777.19,399.057,6777.63,0.000232227,51.6388
4.83333,Two-body + J2,4499.85,3096.92,4006.77,-5.73598,3.22093,3.9413,6774.49,396.353,6771.19,0.000980892,51.6172
5,Two-body + J2,318.779,4197.69,5302.59,-7.66134,0.306343,0.210533,6770.5,392.367,6766.04,0.00101331,51.5999
5.16667,Two-body + J2,-4003.27,3436.14,4239.38,-6.18637,-2.74785,-3.61855,6767.98,389.843,6770.35,0.000475711,51.6144
5.33333,Two-body + J2,-6544.14,1146.9,1286.17,-1.95182,-4.58716,-5.84274,6767.23,389.09,6777.32,0.00149047,51.6377
5.5,Two-body + J2,-6167.43,-1653.36,-2241.67,3.15817,-4.38367,-5.45762,6767.26,389.125,6775.88,0.00127455,51.6329
5.66667,Two-body + J2,-3042.15,-3717.31,-4768.37,6.85265,-2.23006,-2.63814,6768.34,390.204,6768.32,0.000436049,51.6076
5.83333,Two-body + J2,1435.84,-4129.72,-5170.67,7.49553,0.907548,1.34793,6771.41,393.278,6766.64,0.00111442,51.6019
6,Two-body + J2,5277.11,-2710.32,-3273.03,4.81261,3.64098,4.73235,6775.43,397.296,6773.45,0.000811831,51.6248
6.16667,Two-body + J2,6776.14,-120.032,40.8169,0.0481058,4.75962,6.01361,6777.32,399.185,6778,9.99711e-05,51.64
6.33333,Two-body + J2,5298.32,2547.76,3367.95,-4.78248,3.78856,4.64603,6775.42,397.286,6773.19,0.000823223,51.6239
6.5,Two-body + J2,1469.15,4085.18,5196.67,-7.48694,1.13813,1.21345,6771.45,393.312,6766.52,0.0011178,51.6015
6.66667,Two-body + J2,-2945.39,3829.76,4740.21,-6.90626,-1.97198,-2.70288,6768.46,390.321,6768.44,0.000438918,51.608
6.83333,Two-body + J2,-6121.92,1883.99,2183.88,-3.2688,-4.26323,-5.48779,6767.33,389.188,6775.99,0.00128255,51.6332
7,Two-body + J2,-6570.14,-900.888,-1347.77,1.83337,-4.65834,-5.82478,6767.19,389.051,6777.25,0.00148531,51.6374
7.16667,Two-body + J2,-4089.2,-3284.43,-4277.27,6.11279,-2.97871,-3.56054,6767.87,389.733,6770.22,0.000467586,51.6139
7.33333,Two-body + J2,211.107,-4207.77,-5299.84,7.66524,0.0188565,0.28274,6770.4,392.259,6766.06,0.00100786,51.6
7.5,Two-body + J2,4418.19,-3264.25,-3964.49,5.81539,3.00455,3.99573,6774.43,396.294,6771.33,0.000976579,51.6176
7.66667,Two-body + J2,6664.8,-872.619,-865.519,1.38231,4.659,5.93315,6777.18,399.046,6777.68,0.000243575,51.6389
7.83333,Two-body + J2,5951.89,1906.42,2618.74,-3.66611,4.24545,5.22965,6776.23,398.092,6775.09,0.000630961,51.6303
8,Two-body + J2,2596.98,3839.47,4937.68,-7.08327,1.94901,2.20054,6772.48,394.346,6767.64,0.00114359,51.6053
8.16667,Two-body + J2,-1909.76,4069.69,5060.64,-7.35753,-1.21204,-1.8075,6769.02,390.879,6767.1,0.000619205,51.6035
8.33333,Two-body + J2,-5567.57,2492.83,2930.3,-4.36016,-3.84161,-5.019,6767.47,389.337,6774.36,0.0010282,51.6278
8.5,Two-body + J2,-6745.29,-193.753,-508.067,0.588454,-4.76534,-5.99506,6767.17,389.033,6777.92,0.00158594,51.6397
8.66667,Two-body + J2,-4915.22,-2794.05,-3719.39,5.27262,-3.56559,-4.29236,6767.57,389.429,6772.12,0.000706535,51.6203
8.83333,Two-body + J2,-897.002,-4151.41,-5271.48,7.60069,-0.78489,-0.681889,6769.58,391.446,6766.18,0.000842948,51.6004
9,Two-body + J2,3519.99,-3666.29,-4477.46,6.55267,2.3391,3.22556,6773.45,395.31,6769.49,0.00108093,51.6115
9.16667,Two-body + J2,6375.35,-1554.9,-1691.86,2.59569,4.42666,5.69957,6776.81,398.676,6776.79,0.000434165,51.6359
9.33333,Two-body + J2,6400.02,1246.69,1846.79,-2.51658,4.55001,5.6374,6776.81,398.671,6776.55,0.000436182,51.6352
9.5,Two-body + J2,3583.23,3494.99,4563.5,-6.50819,2.65446,3.06708,6773.48,395.339,6769.16,0.00109764,51.6104
9.66667,Two-body + J2,-823.049,4193.19,5250.58,-7.6109,-0.417525,-0.866131,6769.7,391.56,6766.27,0.0008321,51.6007
9.83333,Two-body + J2,-4863.34,3030.37,3600.91,-5.33308,-3.30974,-4.42075,6767.7,389.559,6772.49,0.000743808,51.6215
10,Two-body + J2,-6738.42,519.326,344.8,-0.67224,-4.73531,-6.01005,6767.19,389.051,6777.98,0.00159234,51.6399
10.1667,Two-body + J2,-5608.74,-2223.2,-3065.37,4.28996,-4.05084,-4.91378,6767.36,389.224,6774.01,0.000991532,51.6266
10.3333,Two-body + J2,-1980.8,-3976.18,-5107.27,7.33208,-1.56699,-1.62942,6768.89,390.751,6766.9,0.000634059,51.6028
10.5,Two-body + J2,2527.57,-3963.66,-4875.11,7.1139,1.60648,2.37246,6772.43,394.298,6767.9,0.00113041,51.6062
10.6667,Two-body + J2,5914.76,-2193.05,-2474.57,3.73885,4.06747,5.31909,6776.23,398.097,6775.4,0.000623282,51.6313
10.8333,Two-body + J2,6676.19,550.891,1027.24,-1.29947,4.72451,5.89989,6777.18,399.042,6777.55,0.000241245,51.6385
11,Two-body + J2,4473.14,3050.33,4071.81,-5.75858,3.28449,3.85479,6774.44,396.308,6770.96,0.000993646,51.6164
